OBJECTID,Province_State,Country_Region,Lat,Long_,Confirmed,Deaths
291,,Ireland,53.1424,-7.6921,1659034,7870
292,,Israel,31.046051,34.851612,4641834,11648
293,Abruzzo,Italy,42.35122196,13.39843823,545691,3651
294,Basilicata,Italy,40.63947052,15.80514834,180806,981
295,Calabria,Italy,38.90597598,16.59440194,546184,2972
296,Campania,Italy,40.83956555,14.25084984,2198658,11152
297,Emilia-Romagna,Italy,44.49436681,11.3417208,1834705,17947
298,Friuli Venezia Giulia,Italy,45.6494354,13.76813649,480136,5391
299,Lazio,Italy,41.89277044,12.48366722,2033065,12036
300,Liguria,Italy,44.41149315,8.9326992,564932,5558
301,Lombardia,Italy,45.46679409,9.190347404,3498268,42359
302,Marche,Italy,43.61675973,13.5188753,609444,4096
303,Molise,Italy,41.55774754,14.65916051,88465,675
304,P.A. Bolzano,Italy,46.49933453,11.35662422,256969,1531
305,P.A. Trento,Italy,46.06893511,11.12123097,206348,1593
306,Piemonte,Italy,45.0732745,7.680687483,1441065,13609
307,Puglia,Italy,41.12559576,16.86736689,1461961,9024
308,Sardegna,Italy,39.21531192,9.110616306,442594,2740
309,Sicilia,Italy,38.11569725,13.3623567,1630884,12155
310,Toscana,Italy,43.76923077,11.25588885,1384361,10693
311,Umbria,Italy,43.10675841,12.38824698,368433,2084
312,Valle d'Aosta,Italy,45.73750286,7.320149366,43936,547
313,Veneto,Italy,45.43490485,12.33845213,2218386,15410
314,,Jamaica,18.1096,-77.2975,150663,3283
315,Aichi,Japan,35.035551,137.211621,1286435,2755
316,Akita,Japan,39.748679,140.408228,90022,189
317,Aomori,Japan,40.781541,140.828896,154322,264
318,Chiba,Japan,35.510141,140.198917,891751,2397
319,Ehime,Japan,33.624835,132.856842,150646,281
320,Fukui,Japan,35.846614,136.224654,104862,94
321,Fukuoka,Japan,33.526032,130.666949,1035471,1850
322,Fukushima,Japan,37.378867,140.223295,169998,251
323,Gifu,Japan,35.778671,137.055925,271016,535
324,Gunma,Japan,36.504479,138.985605,218416,455
325,Hiroshima,Japan,34.605309,132.788719,396601,700
326,Hokkaido,Japan,43.385711,142.552318,697045,2502
327,Hyogo,Japan,35.039913,134.828057,958828,2756
328,Ibaraki,Japan,36.303588,140.319591,338672,622
329,Ishikawa,Japan,36.769464,136.771027,149837,262
330,Iwate,Japan,39.593287,141.361777,99716,176
331,Kagawa,Japan,34.217292,133.969047,131799,271
332,Kagoshima,Japan,31.009484,130.430665,280340,492
333,Kanagawa,Japan,35.415312,139.338983,1412229,2899
334,Kochi,Japan,33.422519,133.367307,92973,276
335,Kumamoto,Japan,32.608154,130.745231,312984,592
336,Kyoto,Japan,35.253815,135.443341,452775,966
337,Mie,Japan,34.508018,136.376013,233125,489
338,Miyagi,Japan,38.446859,140.927086,242226,347
339,Miyazaki,Japan,32.193204,131.299374,182777,331
340,Nagano,Japan,36.132134,138.045528,189928,320
341,Nagasaki,Japan,33.235712,129.608033,201588,308
342,Nara,Japan,34.317451,135.871644,207446,509
343,Niigata,Japan,37.521819,138.918647,214417,131
344,Oita,Japan,33.200697,131.43324,165805,322
345,Okayama,Japan,34.89246,133.826252,253489,384
346,Okinawa,Japan,25.768923,126.668016,488870,669
347,Osaka,Japan,34.620965,135.507481,2003558,6232
348,Port Quarantine,Japan,,,4463,4
349,Saga,Japan,33.286977,130.115738,149524,210
350,Saitama,Japan,35.997101,139.347635,1119817,2248
351,Shiga,Japan,35.215827,136.138064,217211,300
352,Shimane,Japan,35.07076,132.554064,76489,87
353,Shizuoka,Japan,34.916975,138.407784,459592,707
354,Tochigi,Japan,36.689912,139.819213,208518,460
355,Tokushima,Japan,33.919178,134.242091,86978,158
356,Tokyo,Japan,35.711343,139.446921,3034897,5612
357,Tottori,Japan,35.359069,133.863619,58227,67
358,Toyama,Japan,36.637464,137.269346,118609,163
359,Unknown,Japan,,,8,0
360,Wakayama,Japan,33.911879,135.505446,124347,233
361,Yamagata,Japan,38.448396,140.102154,94001,178
362,Yamaguchi,Japan,34.20119,131.573293,151600,359
363,Yamanashi,Japan,35.612364,138.611489,90609,141
364,,Jordan,31.24,36.51,1738867,14114
365,,Kazakhstan,48.0196,66.9237,1481339,19043
366,,Kenya,-0.0236,37.9062,338290,5674
367,,Kiribati,-3.3704,-168.734,3430,13
368,,"Korea, North",40.3399,127.5101,1,6
369,,"Korea, South",35.907757,127.766922,24004887,27476
370,,Kosovo,42.602636,20.902977,271922,3199
371,,Kuwait,29.31166,47.481766,657745,2563
372,,Kyrgyzstan,41.20438,74.766098,205835,2991
373,,Laos,19.85627,102.495496,214897,757
374,,Latvia,56.8796,24.6032,905904,5957
375,,Lebanon,33.8547,35.8623,1212497,10645
376,,Lesotho,-29.61,28.2336,34287,704
377,,Liberia,6.428055,-9.429499,7898,294
378,,Libya,26.3351,17.228331,506889,6437
379,,Liechtenstein,47.14,9.55,19285,86
380,,Lithuania,55.1694,23.8813,1226496,9294
381,,Luxembourg,49.8153,6.1296,288658,1123
382,,MS Zaandam,,,9,2
383,,Madagascar,-18.766947,46.869107,66640,1410
384,,Malawi,-13.2543,34.3015,87933,2679
385,Johor,Malaysia,1.4854,103.7618,392718,4617
386,Kedah,Malaysia,6.1184,100.3685,308422,2668
387,Kelantan,Malaysia,6.1254,102.2381,252587,1421
388,Melaka,Malaysia,2.1896,102.2501,134001,1182
389,Negeri Sembilan,Malaysia,2.7258,101.9424,220325,1508
390,Pahang,Malaysia,3.8126,103.3256,176706,1005
391,Perak,Malaysia,4.5921,101.0901,224512,2017
392,Perlis,Malaysia,6.4449,100.2048,18306,192
393,Pulau Pinang,Malaysia,5.4141,100.3288,295735,2029
394,Sabah,Malaysia,5.9788,116.0753,391703,3149
395,Sarawak,Malaysia,1.5533,110.3592,313821,1761
396,Selangor,Malaysia,3.0738,101.5183,1466392,10830
397,Terengganu,Malaysia,5.3117,103.1324,129091,880
398,Unknown,Malaysia,,,0,0
399,W.P. Kuala Lumpur,Malaysia,3.139,101.6869,430225,2831
400,W.P. Labuan,Malaysia,5.2831,115.2308,22198,157
401,W.P. Putrajaya,Malaysia,2.9264,101.6964,26882,30
402,,Maldives,3.2028,73.2207,184924,308
403,,Mali,17.570692,-3.996166,32205,739
404,,Malta,35.9375,14.3754,114251,802
405,,Marshall Islands,7.1315,171.1845,15072,17
406,,Mauritania,21.0079,-10.9408,62776,993
407,,Mauritius,-20.348404,57.552152,258301,1023
408,Aguascalientes,Mexico,21.8853,-102.2916,84217,3560
409,Baja California,Mexico,30.8406,-115.2838,163289,12414
410,Baja California Sur,Mexico,26.0444,-111.6661,124155,2748
411,Campeche,Mexico,19.8301,-90.5349,42803,2279
412,Chiapas,Mexico,16.7569,-93.1292,48323,2431
413,Chihuahua,Mexico,28.633,-106.0691,164059,10117
414,Ciudad de Mexico,Mexico,19.4326,-99.1332,1730910,43513
415,Coahuila,Mexico,27.0587,-101.7068,179747,8951
416,Colima,Mexico,19.1223,-104.0072,67123,2241
417,Durango,Mexico,24.5593,-104.6588,79169,3667
418,Guanajuato,Mexico,21.019,-101.2574,350767,15058
419,Guerrero,Mexico,17.4392,-99.5451,115881,6837
420,Hidalgo,Mexico,20.0911,-98.7624,118603,8535
421,Jalisco,Mexico,20.6595,-103.3494,282945,19955
422,Mexico,Mexico,19.4969,-99.7233,699048,47835
423,Michoacan,Mexico,19.5665,-101.7068,109561,8958
424,Morelos,Mexico,18.6813,-99.1013,90244,5337
425,Nayarit,Mexico,21.7514,-104.8455,71863,3238
426,Nuevo Leon,Mexico,25.5922,-99.9962,399350,15323
427,Oaxaca,Mexico,17.0732,-96.7266,148594,6328
428,Puebla,Mexico,19.0414,-98.2063,207350,16646
429,Queretaro,Mexico,20.5888,-100.3899,176429,6320
430,Quintana Roo,Mexico,19.1817,-88.4791,111614,4420
431,San Luis Potosi,Mexico,22.1565,-100.9855,236916,7591
432,Sinaloa,Mexico,25.1721,-107.4795,174517,9899
433,Sonora,Mexico,29.2972,-110.3309,194284,10281
434,Tabasco,Mexico,17.8409,-92.6189,213180,6127
435,Tamaulipas,Mexico,24.2669,-98.8363,175624,8172
436,Tlaxcala,Mexico,19.3139,-98.2404,56307,3123
437,Unknown,Mexico,,,0,0
438,Veracruz,Mexico,19.1738,-96.1342,223595,17006
439,Yucatan,Mexico,20.7099,-89.0943,136448,6910
440,Zacatecas,Mexico,22.7709,-102.5832,79354,3916
441,,Micronesia,7.4256,150.5508,9037,27
442,,Moldova,47.4116,28.3699,579110,11783
443,,Monaco,43.7333,7.4167,14436,63
444,,Mongolia,46.8625,103.8467,980442,2129
445,,Montenegro,42.708678,19.37439,277191,2778
446,,Morocco,31.7917,-7.0926,1264648,16276
447,,Mozambique,-18.665695,35.529562,230171,2221
448,,Namibia,-22.9576,18.4904,169253,4077
449,,Nepal,28.1667,84.25,998654,12012
450,Aruba,Netherlands,12.5211,-69.9683,42970,228
451,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,11279,38
452,Curacao,Netherlands,12.1696,-68.99,45318,287
453,Drenthe,Netherlands,52.862485,6.618435,211026,458
454,Flevoland,Netherlands,52.550383,5.515162,191621,336
455,Friesland,Netherlands,53.087337,5.7925,286697,620
456,Gelderland,Netherlands,52.061738,5.939114,1025822,2871
457,Groningen,Netherlands,53.217922,6.741514,258081,360
458,Limburg,Netherlands,51.209227,5.93387,548930,2184
459,Noord-Brabant,Netherlands,51.561174,5.184942,1276426,3738
460,Noord-Holland,Netherlands,52.600906,4.918688,1382461,3440
461,Overijssel,Netherlands,52.444558,6.441722,585984,1440
462,Sint Maarten,Netherlands,18.0425,-63.0548,10847,87
463,Unknown,Netherlands,,,0,0
464,Utrecht,Netherlands,52.084251,5.163824,691373,1551
465,Zeeland,Netherlands,51.47936,3.861559,175623,396
466,Zuid-Holland,Netherlands,51.937835,4.462114,1762814,5219
467,,New Zealand,-40.9006,174.886,1758884,1950
468,Cook Islands,New Zealand,-21.2367,-159.7777,6386,1
469,,Nicaragua,12.865416,-85.207229,14931,244
470,,Niger,17.607789,8.081666,9931,312
471,,Nigeria,9.082,8.6753,264299,3154
472,,North Macedonia,41.6086,21.7453,341404,9506
473,,Norway,60.472,8.4689,1460970,4004
474,,Oman,21.512583,55.923255,397993,4628
475,Azad Jammu and Kashmir,Pakistan,34.027401,73.947253,44292,793
476,Balochistan,Pakistan,28.328492,65.898403,35967,378
477,Gilgit-Baltistan,Pakistan,35.792146,74.982138,12037,191
478,Islamabad,Pakistan,33.665087,73.121219,139300,1031
479,Khyber Pakhtunkhwa,Pakistan,34.485332,72.09169,223885,6359
480,Punjab,Pakistan,30.811346,72.139132,521640,13610
481,Sindh,Pakistan,26.009446,68.776807,593675,8236
482,,Palau,7.515,134.5825,5430,6
483,,Panama,8.538,-80.7821,981822,8480
484,,Papua New Guinea,-6.314993,143.95555,44900,664
485,,Paraguay,-23.4425,-58.4438,715806,19530
486,Amazonas,Peru,-5.077253,-78.050172,49506,1367
487,Ancash,Peru,-9.407125,-77.671795,147488,7330
488,Apurimac,Peru,-14.027713,-72.975378,44146,1673
489,Arequipa,Peru,-15.843524,-72.475539,267282,10556
490,Ayacucho,Peru,-14.091648,-74.08344,53376,2370
491,Cajamarca,Peru,-6.430284,-78.745596,108893,4540
492,Callao,Peru,-11.954609,-77.136042,159385,10598
493,Cusco,Peru,-13.191068,-72.153609,134535,5303
494,Huancavelica,Peru,-13.023888,-75.00277,28692,1307
495,Huanuco,Peru,-9.421676,-76.040642,57873,2952
496,Ica,Peru,-14.235097,-75.574821,116556,9025
497,Junin,Peru,-11.541783,-74.876968,145802,7616
498,La Libertad,Peru,-7.92139,-78.370238,168097,10997
499,Lambayeque,Peru,-6.353049,-79.824113,119208,9317
500,Lima,Peru,-11.766533,-76.604498,1898026,94331
501,Loreto,Peru,-4.124847,-74.424115,62564,4418
502,Madre de Dios,Peru,-11.972699,-70.53172,20362,871
503,Moquegua,Peru,-16.860271,-70.839046,58909,1672
504,Pasco,Peru,-10.39655,-75.307635,27183,1135
505,Piura,Peru,-5.133361,-80.335861,171818,13203
506,Puno,Peru,-14.995827,-69.922726,73835,4909
507,San Martin,Peru,-7.039531,-76.729127,67050,3203
508,Tacna,Peru,-17.644161,-70.27756,60126,2177
509,Tumbes,Peru,-3.857496,-80.545255,31436,1718
510,Ucayali,Peru,-9.621718,-73.444929,42969,3289
511,Unknown,Peru,,,10091,209
512,,Philippines,12.879721,121.774017,3904133,62288
513,,Poland,51.9194,19.1451,6211955,117252
514,,Portugal,39.3999,-8.2245,5440953,24909
515,,Qatar,25.3548,51.1839,435192,682
516,,Romania,45.9432,24.9668,3239392,66849
517,Adygea Republic,Russia,44.6939006,40.1520421,51554,1005
518,Altai Krai,Russia,52.6932243,82.6931424,287189,8732
519,Altai Republic,Russia,50.7114101,86.8572186,38484,623
520,Amur Oblast,Russia,52.8032368,128.437295,116328,764
521,Arkhangelsk Oblast,Russia,63.5589686,43.1221646,249118,1770
522,Astrakhan Oblast,Russia,47.1878186,47.608851,127051,3069
523,Bashkortostan Republic,Russia,54.8573563,57.1439682,303346,5789
524,Belgorod Oblast,Russia,50.7080119,37.5837615,144764,2283
525,Bryansk Oblast,Russia,52.8873315,33.415853,173813,4064
526,Buryatia Republic,Russia,52.7182426,109.492143,147117,3061
527,Chechen Republic,Russia,43.3976147,45.6985005,45716,1076
528,Chelyabinsk Oblast,Russia,54.4223954,61.1865846,353971,7878
529,Chukotka Autonomous Okrug,Russia,66.0006475,169.4900869,6324,43
530,Chuvashia Republic,Russia,55.4259922,47.0849429,92821,4664
531,Dagestan Republic,Russia,43.0574916,47.1332224,99696,3603
532,Ingushetia Republic,Russia,43.11542075,45.01713552,42076,550
533,Irkutsk Oblast,Russia,56.6370122,104.719221,324323,8527
534,Ivanovo Oblast,Russia,56.9167446,41.4352137,117917,3158
535,Jewish Autonomous Okrug,Russia,48.57527615,132.6630746,20694,558
536,Kabardino-Balkarian Republic,Russia,43.4806048,43.5978976,68268,1894
537,Kaliningrad Oblast,Russia,54.7293041,21.1489473,179817,1956
538,Kalmykia Republic,Russia,46.2313018,45.3275745,56857,843
539,Kaluga Oblast,Russia,54.4382773,35.5272854,113111,1453
540,Kamchatka Krai,Russia,57.1914882,160.0383819,42656,621
541,Karachay-Cherkess Republic,Russia,43.7368326,41.7267991,48232,984
542,Karelia Republic,Russia,62.6194031,33.4920267,146436,1524
543,Kemerovo Oblast,Russia,54.5335781,87.342861,189043,2601
544,Khabarovsk Krai,Russia,51.6312684,136.121524,213502,1561
545,Khakassia Republic,Russia,53.72258845,91.44293627,95549,2416
546,Khanty-Mansi Autonomous Okrug,Russia,61.0259025,69.0982628,229031,2561
547,Kirov Oblast,Russia,57.9665589,49.4074599,156525,1064
548,Komi Republic,Russia,63.9881421,54.3326073,178339,3209
549,Kostroma Oblast,Russia,58.424756,44.2533273,94163,1415
550,Krasnodar Krai,Russia,45.7684014,39.0261044,309983,11018
551,Krasnoyarsk Krai,Russia,63.3233807,97.0979974,397725,10974
552,Kurgan Oblast,Russia,55.7655302,64.5632681,110761,1451
553,Kursk Oblast,Russia,51.6568453,36.4852695,131303,2506
554,Leningrad Oblast,Russia,60.1853296,32.3925325,217149,3497
555,Lipetsk Oblast,Russia,52.6935178,39.1122664,163270,3832
556,Magadan Oblast,Russia,62.48858785,153.9903764,20586,390
557,Mari El Republic,Russia,56.5767504,47.8817512,46425,1087
558,Mordovia Republic,Russia,54.4419829,44.4661144,74645,1395
559,Moscow,Russia,55.7504461,37.6174943,3090679,45468
560,Moscow Oblast,Russia,55.5043158,38.0353929,1075845,15307
561,Murmansk Oblast,Russia,68.0000418,33.9999151,138443,3347
562,Nenets Autonomous Okrug,Russia,68.27557185,57.1686375,7690,101
563,Nizhny Novgorod Oblast,Russia,55.4718033,44.0911594,455284,11640
564,North Ossetia - Alania Republic,Russia,42.7933611,44.6324493,43254,1258
565,Novgorod Oblast,Russia,58.2843833,32.5169757,108422,1039
566,Novosibirsk Oblast,Russia,54.9720169,79.4813924,278401,5709
567,Omsk Oblast,Russia,56.0935263,73.5099936,220434,4459
568,Orel Oblast,Russia,52.9685433,36.0692477,122264,1943
569,Orenburg Oblast,Russia,52.0269262,54.7276647,228514,4028
570,Penza Oblast,Russia,53.1655415,44.7879181,198864,6047
571,Perm Krai,Russia,58.5951603,56.3159546,402021,8883
572,Primorsky Krai,Russia,45.0819456,134.726645,196509,1966
573,Pskov Oblast,Russia,57.5358729,28.8586826,117894,1899
574,Rostov Oblast,Russia,47.6222451,40.7957942,414520,10994
575,Ryazan Oblast,Russia,54.4226732,40.5705246,136555,3428
576,Saint Petersburg,Russia,59.9606739,30.1586551,1689941,34897
577,Sakha (Yakutiya) Republic,Russia,66.941626,129.642371,202226,2130
578,Sakhalin Oblast,Russia,49.7219665,143.448533,66707,828
579,Samara Oblast,Russia,53.2128813,50.8914633,424042,7981
580,Saratov Oblast,Russia,51.6520555,46.8631952,270348,6001
581,Smolensk Oblast,Russia,55.0343496,33.0192065,138832,3103
582,Stavropol Krai,Russia,44.8632577,43.4406913,220044,7101
583,Sverdlovsk Oblast,Russia,58.6414755,61.8021546,485859,10809
584,Tambov Oblast,Russia,52.9019574,41.3578918,125601,2467
585,Tatarstan Republic,Russia,55.7648572,52.43104273,162882,2003
586,Tomsk Oblast,Russia,58.6124279,82.0475315,142562,892
587,Tula Oblast,Russia,53.9570701,37.3690909,174766,5288
588,Tver Oblast,Russia,57.1134475,35.1744428,171965,2763
589,Tyumen Oblast,Russia,58.8206488,70.3658837,218373,4344
590,Tyva Republic,Russia,51.4017149,93.8582593,51304,353
591,Udmurt Republic,Russia,57.1961165,52.6959832,184379,3862
592,Ulyanovsk Oblast,Russia,54.1463177,47.2324921,213779,4743
593,Vladimir Oblast,Russia,56.0503336,40.6561633,160412,3514
594,Volgograd Oblast,Russia,49.6048339,44.2903582,243708,6902
595,Vologda Oblast,Russia,60.0391461,43.1215213,201267,3883
596,Voronezh Oblast,Russia,50.9800393,40.1506507,421983,8389
597,Yamalo-Nenets Autonomous Okrug,Russia,67.1471631,74.3415488,141593,1043
598,Yaroslavl Oblast,Russia,57.7781976,39.0021095,170300,2830
599,Zabaykalsky Krai,Russia,52.248521,115.956325,178412,2351
600,,Rwanda,-1.9403,29.8739,132472,1466
601,,Saint Kitts and Nevis,17.357822,-62.782998,6524,46
602,,Saint Lucia,13.9094,-60.9789,28894,391
603,,Saint Vincent and the Grenadines,12.9843,-61.2872,9430,115
604,,Samoa,-13.759,-172.1046,15889,29
